Unnamed: 0,avg_logisticLasso_mu,F1_avg,AUC_avg,Precision_avg,Recall_avg
mutation_PKP4,avg_logisticLasso_mu,0.969731,0.984182,0.975144,0.974205
mutation_MLH1,avg_logisticLasso_mu,0.979037,0.99067,0.982144,0.981694
mutation_BCL11B,avg_logisticLasso_mu,0.966175,0.990243,0.973225,0.971691
mutation_ADAM22,avg_logisticLasso_mu,0.965672,0.992891,0.972894,0.971701
mutation_ADAMTS20,avg_logisticLasso_mu,0.970023,0.992383,0.972691,0.971694
mutation_INPP5D,avg_logisticLasso_mu,0.964962,0.995082,0.972016,0.970875
mutation_PRX,avg_logisticLasso_mu,0.973813,0.989597,0.97795,0.977535
mutation_ZNF700,avg_logisticLasso_mu,0.970818,0.986241,0.975326,0.975052
mutation_MYOM3,avg_logisticLasso_mu,0.971357,0.992908,0.976903,0.975858
mutation_CALCR,avg_logisticLasso_mu,0.973134,0.984555,0.977558,0.976691
mutation_PNPLA7,avg_logisticLasso_mu,0.973784,0.991188,0.978412,0.977524
mutation_ADCY9,avg_logisticLasso_mu,0.972547,0.973389,0.977508,0.976708
mutation_TMEM132A,avg_logisticLasso_mu,0.967912,0.995429,0.974278,0.973378
mutation_AASS,avg_logisticLasso_mu,0.963875,0.994241,0.971319,0.970038
mutation_ITGA3,avg_logisticLasso_mu,0.963299,0.98515,0.971163,0.970055
mutation_BRCA2,avg_logisticLasso_mu,0.97728,0.983614,0.978911,0.978378
mutation_SH3PXD2A,avg_logisticLasso_mu,0.975237,0.997982,0.979094,0.978358
mutation_DHX37,avg_logisticLasso_mu,0.968369,0.993101,0.974476,0.973375
mutation_AMPH,avg_logisticLasso_mu,0.96218,0.991268,0.970537,0.969208
mutation_ZNF43,avg_logisticLasso_mu,0.967865,0.978386,0.974676,0.973354
mutation_SOGA3,avg_logisticLasso_mu,0.969844,0.983043,0.975147,0.974201
mutation_SLFN11,avg_logisticLasso_mu,0.971876,0.996348,0.976681,0.975882
mutation_DGKB,avg_logisticLasso_mu,0.950887,0.97484,0.96473,0.962541
mutation_QRICH2,avg_logisticLasso_mu,0.951836,0.990381,0.961019,0.963409
mutation_CDH22,avg_logisticLasso_mu,0.967404,0.986448,0.97469,0.973358
mutation_DLX6,avg_logisticLasso_mu,0.974332,0.979754,0.978168,0.977541
mutation_PTEN,avg_logisticLasso_mu,0.98546,0.996099,0.986,0.985858
mutation_ABCA13,avg_logisticLasso_mu,0.973726,0.997017,0.974761,0.974219
mutation_MAP3K6,avg_logisticLasso_mu,0.976297,0.994315,0.979756,0.979201
mutation_ATP9A,avg_logisticLasso_mu,0.971493,0.975846,0.976676,0.975871
mutation_SYCP1,avg_logisticLasso_mu,0.964959,0.978772,0.972163,0.971705
mutation_ZDHHC23,avg_logisticLasso_mu,0.963362,0.994373,0.971335,0.970052
mutation_SNTG2,avg_logisticLasso_mu,0.957834,0.970937,0.965455,0.965889
mutation_TRPV6,avg_logisticLasso_mu,0.969213,0.993714,0.975444,0.974191
mutation_DGKZ,avg_logisticLasso_mu,0.977507,0.987159,0.980655,0.980024
mutation_IQSEC1,avg_logisticLasso_mu,0.974317,0.989713,0.978319,0.977524
mutation_AP3B1,avg_logisticLasso_mu,0.97487,0.984224,0.978997,0.978368
mutation_DNER,avg_logisticLasso_mu,0.969536,0.986889,0.975405,0.974201
mutation_PTPN13,avg_logisticLasso_mu,0.971493,0.994064,0.974299,0.973392
mutation_CYLC1,avg_logisticLasso_mu,0.964242,0.992749,0.969054,0.970858
mutation_DSEL,avg_logisticLasso_mu,0.96026,0.981102,0.967405,0.968368
mutation_SPINK5,avg_logisticLasso_mu,0.975168,0.992463,0.979122,0.978358
mutation_PFKP,avg_logisticLasso_mu,0.982562,0.974238,0.984698,0.984184
mutation_ANO5,avg_logisticLasso_mu,0.974101,0.982659,0.97833,0.977524
mutation_CHTF18,avg_logisticLasso_mu,0.965242,0.990188,0.972837,0.971712
mutation_GRM6,avg_logisticLasso_mu,0.967265,0.987002,0.973644,0.972538
mutation_EPHA1,avg_logisticLasso_mu,0.970225,0.981867,0.972564,0.975038
mutation_SLCO6A1,avg_logisticLasso_mu,0.9645,0.947116,0.972427,0.970868
mutation_NUP153,avg_logisticLasso_mu,0.969686,0.994412,0.974944,0.974222
mutation_CIC,avg_logisticLasso_mu,0.977057,0.999697,0.979282,0.978371
mutation_SMPD4,avg_logisticLasso_mu,0.965673,0.9815,0.97017,0.971729
mutation_TBCD,avg_logisticLasso_mu,0.967925,0.994414,0.974478,0.973364
mutation_BCR,avg_logisticLasso_mu,0.973838,0.980657,0.978325,0.977524
mutation_ARHGAP9,avg_logisticLasso_mu,0.980841,0.990796,0.983985,0.983358
mutation_DNMT3A,avg_logisticLasso_mu,0.966038,0.983842,0.972945,0.971701
mutation_WDR63,avg_logisticLasso_mu,0.966121,0.981546,0.966891,0.972541
mutation_GRIK1,avg_logisticLasso_mu,0.971835,0.996114,0.97669,0.975871
mutation_ZNF777,avg_logisticLasso_mu,0.964368,0.993675,0.970135,0.970847
mutation_ZMYM4,avg_logisticLasso_mu,0.966222,0.972659,0.972771,0.971708
mutation_ERC2,avg_logisticLasso_mu,0.971344,0.978076,0.976725,0.975868
mutation_STARD9,avg_logisticLasso_mu,0.977437,0.992941,0.978832,0.978364
mutation_ERBB2IP,avg_logisticLasso_mu,0.960582,0.965349,0.969978,0.968364
mutation_OFD1,avg_logisticLasso_mu,0.974057,0.992328,0.97828,0.977531
mutation_PLEKHH1,avg_logisticLasso_mu,0.973756,0.999163,0.978253,0.977541
mutation_CWF19L2,avg_logisticLasso_mu,0.965925,0.977459,0.972622,0.971694
mutation_ADAM7,avg_logisticLasso_mu,0.967261,0.994517,0.972691,0.972545
mutation_CDH1,avg_logisticLasso_mu,0.976267,0.98949,0.979755,0.979208
mutation_KIAA1210,avg_logisticLasso_mu,0.97564,0.993527,0.979389,0.979191
mutation_DGKQ,avg_logisticLasso_mu,0.964667,0.967467,0.972161,0.970868
mutation_LRRC16B,avg_logisticLasso_mu,0.963546,0.993422,0.966592,0.970868
mutation_LRRC37B,avg_logisticLasso_mu,0.959579,0.987117,0.967334,0.967583
mutation_LIPE,avg_logisticLasso_mu,0.949292,0.988894,0.959899,0.955045
mutation_MTR,avg_logisticLasso_mu,0.972891,0.99712,0.977644,0.976687
mutation_PLEKHG4,avg_logisticLasso_mu,0.974679,0.99008,0.979132,0.978368
mutation_CARD6,avg_logisticLasso_mu,0.963349,0.99499,0.971105,0.970055
mutation_ZNF729,avg_logisticLasso_mu,0.978161,0.996777,0.981415,0.980875
mutation_VANGL1,avg_logisticLasso_mu,0.966051,0.980211,0.972622,0.971729
mutation_SGOL2,avg_logisticLasso_mu,0.953391,0.986709,0.966804,0.964191
mutation_GAPVD1,avg_logisticLasso_mu,0.969675,0.993474,0.975207,0.974215
mutation_HHIPL2,avg_logisticLasso_mu,0.967124,0.979144,0.97351,0.972552
mutation_NRG1,avg_logisticLasso_mu,0.973011,0.996284,0.976764,0.976698
mutation_KIF6,avg_logisticLasso_mu,0.965654,0.993373,0.972905,0.971708
mutation_UTRN,avg_logisticLasso_mu,0.979107,0.985482,0.980668,0.980035
mutation_USP20,avg_logisticLasso_mu,0.970361,0.991859,0.976123,0.975028
mutation_PCDH1,avg_logisticLasso_mu,0.971925,0.994681,0.976829,0.975858
mutation_MORC4,avg_logisticLasso_mu,0.962931,0.970045,0.97106,0.970076
mutation_ROCK2,avg_logisticLasso_mu,0.974293,0.989645,0.978245,0.977531
mutation_CTC1,avg_logisticLasso_mu,0.972131,0.990901,0.976902,0.975854
mutation_DISP2,avg_logisticLasso_mu,0.963392,0.979133,0.971635,0.970024
mutation_PKN1,avg_logisticLasso_mu,0.976611,0.986005,0.980629,0.980041
mutation_ADAR,avg_logisticLasso_mu,0.958635,nan,0.967228,0.966708
mutation_PPFIA4,avg_logisticLasso_mu,0.97075,0.991968,0.977038,0.975861
mutation_RGPD3,avg_logisticLasso_mu,0.971918,0.975172,0.97665,0.975882
mutation_DCHS1,avg_logisticLasso_mu,0.969943,0.992127,0.971756,0.971719
mutation_RPAP1,avg_logisticLasso_mu,0.96814,0.996598,0.974539,0.973358
mutation_EPB41L2,avg_logisticLasso_mu,0.952129,0.984407,0.963423,0.963361
mutation_AXL,avg_logisticLasso_mu,0.966523,0.983326,0.966952,0.972552
mutation_STK31,avg_logisticLasso_mu,0.967995,0.986318,0.971891,0.973368
mutation_NOX5,avg_logisticLasso_mu,0.980646,0.983942,0.98294,0.982528
mutation_GRIK4,avg_logisticLasso_mu,0.960634,0.97387,0.966206,0.968399
mutation_COL4A6,avg_logisticLasso_mu,0.980005,0.992463,0.983074,0.982528
mutation_EEA1,avg_logisticLasso_mu,0.972989,0.980239,0.977543,0.976698
mutation_USP31,avg_logisticLasso_mu,0.960495,0.979168,0.969827,0.968378
mutation_NEO1,avg_logisticLasso_mu,0.975074,0.97793,0.978958,0.978378
mutation_USP34,avg_logisticLasso_mu,0.966988,0.992917,0.97134,0.969198
mutation_SLC9C2,avg_logisticLasso_mu,0.972049,0.98969,0.976609,0.975871
mutation_PALB2,avg_logisticLasso_mu,0.963748,0.990843,0.971459,0.970031
mutation_JAKMIP1,avg_logisticLasso_mu,0.972009,0.958833,0.973291,0.976705
mutation_GNPTAB,avg_logisticLasso_mu,0.972806,0.996814,0.977313,0.976725
mutation_NFE2L3,avg_logisticLasso_mu,0.963134,0.993585,0.971326,0.970041
mutation_PCDHGA8,avg_logisticLasso_mu,0.961841,0.981564,0.970647,0.969208
mutation_PHACTR2,avg_logisticLasso_mu,0.973024,0.979068,0.977354,0.976719
mutation_CPXM2,avg_logisticLasso_mu,0.966444,0.984328,0.973558,0.972541
mutation_SDHA,avg_logisticLasso_mu,0.970748,0.999623,0.975768,0.975045
mutation_LRPPRC,avg_logisticLasso_mu,0.966413,0.996566,0.974185,0.972514
mutation_PDZD2,avg_logisticLasso_mu,0.975333,0.963946,0.977407,0.976715
mutation_TRIM67,avg_logisticLasso_mu,0.968374,0.998039,0.974308,0.973375
mutation_TAOK2,avg_logisticLasso_mu,0.968503,0.988837,0.974364,0.973368
mutation_MROH7,avg_logisticLasso_mu,0.980527,0.994324,0.98411,0.98334
mutation_SOBP,avg_logisticLasso_mu,0.963143,0.989421,0.971914,0.970014
mutation_USP40,avg_logisticLasso_mu,0.974995,0.980433,0.979036,0.978371
mutation_ATP12A,avg_logisticLasso_mu,0.963383,0.973622,0.97124,0.970048
mutation_NCKAP1L,avg_logisticLasso_mu,0.966124,0.989312,0.97412,0.972514
mutation_ERC1,avg_logisticLasso_mu,0.975382,0.970917,0.979041,0.978364
mutation_DDX10,avg_logisticLasso_mu,0.973773,0.996184,0.978217,0.977552
mutation_ARHGAP27,avg_logisticLasso_mu,0.969613,0.995696,0.975839,0.975048
mutation_MT-ATP6,avg_logisticLasso_mu,0.975098,0.987253,0.977398,0.976757
mutation_MAPT,avg_logisticLasso_mu,0.978677,0.991743,0.982469,0.981701
mutation_PCDHGB3,avg_logisticLasso_mu,0.969244,0.937734,0.97478,0.97418
mutation_ATP1A2,avg_logisticLasso_mu,0.97265,0.990374,0.977767,0.976698
mutation_CCNB3,avg_logisticLasso_mu,0.95364,0.990184,0.962939,0.964201
mutation_ELFN1,avg_logisticLasso_mu,0.979298,0.991565,0.982175,0.981698
mutation_PGR,avg_logisticLasso_mu,0.967176,0.992506,0.97389,0.972528
mutation_RBM27,avg_logisticLasso_mu,0.97578,0.98625,0.979904,0.979191
mutation_FANCD2,avg_logisticLasso_mu,0.961446,0.953587,0.965558,0.969208
mutation_CD101,avg_logisticLasso_mu,0.978526,0.975143,0.981304,0.980868
mutation_PCDHA7,avg_logisticLasso_mu,0.977869,0.992126,0.981663,0.980851
mutation_PIK3CA,avg_logisticLasso_mu,0.987171,0.994845,0.987791,0.987521
mutation_GPR98,avg_logisticLasso_mu,0.98141,0.998021,0.982167,0.981694
mutation_TP53,avg_logisticLasso_mu,0.978296,0.994932,0.978593,0.978389
mutation_BAI3,avg_logisticLasso_mu,0.971946,0.988456,0.974396,0.973361
mutation_PRUNE2,avg_logisticLasso_mu,0.973612,0.994558,0.975916,0.975021
mutation_POLQ,avg_logisticLasso_mu,0.957956,0.977903,0.963329,0.961719
mutation_LAMA3,avg_logisticLasso_mu,0.968929,0.994463,0.971734,0.970885
mutation_MYO15A,avg_logisticLasso_mu,0.968156,0.989309,0.971127,0.970038
mutation_KIAA1549,avg_logisticLasso_mu,0.983514,0.988692,0.98458,0.984198
mutation_COL7A1,avg_logisticLasso_mu,0.978318,0.996785,0.979799,0.979191
mutation_FBN3,avg_logisticLasso_mu,0.975252,0.990801,0.977406,0.976722
mutation_DYNC1H1,avg_logisticLasso_mu,0.970857,0.988155,0.973728,0.972538
mutation_CEP350,avg_logisticLasso_mu,0.972652,0.997855,0.975053,0.974215
mutation_KMT2C,avg_logisticLasso_mu,0.97115,0.994528,0.97233,0.971722
mutation_C12orf55,avg_logisticLasso_mu,0.970089,0.99547,0.973423,0.972569
mutation_VPS13A,avg_logisticLasso_mu,0.965948,0.995333,0.969389,0.968382
mutation_TNR,avg_logisticLasso_mu,0.977294,0.993827,0.978987,0.978375
mutation_DCDC1,avg_logisticLasso_mu,0.975523,0.993892,0.977574,0.976701
mutation_CACNA1B,avg_logisticLasso_mu,0.966118,0.997061,0.969514,0.968375
mutation_SETD1B,avg_logisticLasso_mu,0.964244,0.996105,0.968136,0.966701
mutation_MXRA5,avg_logisticLasso_mu,0.979069,0.999151,0.980772,0.980028
mutation_GNAS,avg_logisticLasso_mu,0.979081,0.998414,0.980611,0.980031
mutation_THSD7B,avg_logisticLasso_mu,0.976319,0.99649,0.978151,0.977545
mutation_TNRC6B,avg_logisticLasso_mu,0.971372,0.996338,0.974304,0.973399
mutation_CSMD1,avg_logisticLasso_mu,0.983953,0.997641,0.984679,0.984201
mutation_DYSF,avg_logisticLasso_mu,0.980732,0.996754,0.982324,0.981698
mutation_BPTF,avg_logisticLasso_mu,0.96093,0.987841,0.966023,0.964225
mutation_PRDM13,avg_logisticLasso_mu,0.940897,0.99658,0.956723,0.947535
mutation_VPS13D,avg_logisticLasso_mu,0.971486,0.9879,0.973555,0.973402
mutation_FAM135B,avg_logisticLasso_mu,0.979003,0.998487,0.98079,0.980028
mutation_C1orf173,avg_logisticLasso_mu,0.976296,0.997605,0.978525,0.977528
mutation_KMT2B,avg_logisticLasso_mu,0.981862,0.997709,0.983764,0.983375
mutation_COL6A6,avg_logisticLasso_mu,0.959349,0.981154,0.965908,0.963389
mutation_FLG2,avg_logisticLasso_mu,0.960068,0.991276,0.965422,0.963385
mutation_CHD7,avg_logisticLasso_mu,0.976219,0.996033,0.978153,0.977552
mutation_FAT3,avg_logisticLasso_mu,0.979872,0.997754,0.980539,0.980048
mutation_STAB1,avg_logisticLasso_mu,0.974282,0.994414,0.976563,0.975885
mutation_CACNA1E,avg_logisticLasso_mu,0.973397,0.993303,0.975552,0.975045
mutation_DSP,avg_logisticLasso_mu,0.974155,0.99661,0.978416,0.975851
mutation_FLNB,avg_logisticLasso_mu,0.974589,0.987686,0.976367,0.975875
mutation_HTT,avg_logisticLasso_mu,0.966882,0.987417,0.970854,0.969198
mutation_COL12A1,avg_logisticLasso_mu,0.97263,0.994265,0.975293,0.974205
mutation_SZT2,avg_logisticLasso_mu,0.967974,0.997431,0.971109,0.970041
mutation_ATRX,avg_logisticLasso_mu,0.973384,0.993947,0.975769,0.975031
mutation_FREM2,avg_logisticLasso_mu,0.96989,0.991199,0.972693,0.971708
mutation_MT-CO3,avg_logisticLasso_mu,0.976751,0.997127,0.979337,0.978375
mutation_PLEC,avg_logisticLasso_mu,0.97261,0.996906,0.973828,0.973409
mutation_UBR5,avg_logisticLasso_mu,0.965993,0.994322,0.970023,0.968364
mutation_PRRC2C,avg_logisticLasso_mu,0.97168,0.992406,0.973519,0.973396
mutation_LTN1,avg_logisticLasso_mu,0.978096,0.996864,0.979816,0.979205
mutation_HUWE1,avg_logisticLasso_mu,0.981755,0.997504,0.983077,0.982521
mutation_DMXL1,avg_logisticLasso_mu,0.97339,0.998018,0.976272,0.975035
mutation_LRBA,avg_logisticLasso_mu,0.964484,0.973839,0.969137,0.967552
mutation_CNTNAP2,avg_logisticLasso_mu,0.976396,0.988741,0.978212,0.977538
mutation_STAB2,avg_logisticLasso_mu,0.965647,0.988649,0.970505,0.969215
mutation_NOTCH3,avg_logisticLasso_mu,0.971958,0.99044,0.974013,0.973371
mutation_ITPR2,avg_logisticLasso_mu,0.973542,0.99585,0.97593,0.975038
mutation_MACF1,avg_logisticLasso_mu,0.973635,0.992813,0.97476,0.974229
mutation_PTPRT,avg_logisticLasso_mu,0.974434,0.993756,0.976963,0.975858
mutation_DNAH14,avg_logisticLasso_mu,0.967738,0.9938,0.971224,0.970055
mutation_TECTA,avg_logisticLasso_mu,0.978982,0.991152,0.980629,0.980028
mutation_BOD1L1,avg_logisticLasso_mu,0.97684,0.991099,0.979057,0.978378
mutation_TENM1,avg_logisticLasso_mu,0.966652,0.996642,0.971159,0.969212
mutation_WDR87,avg_logisticLasso_mu,0.962128,0.990854,0.967993,0.965892
mutation_CDKN2A,avg_logisticLasso_mu,0.978942,0.997162,0.980577,0.980052
mutation_CUX1,avg_logisticLasso_mu,0.969477,0.995336,0.972922,0.971708
mutation_ACACB,avg_logisticLasso_mu,0.977946,0.994192,0.979783,0.979208
mutation_MYH1,avg_logisticLasso_mu,0.969937,0.995377,0.972205,0.971705
mutation_FSIP2,avg_logisticLasso_mu,0.980515,0.998767,0.981289,0.980868
mutation_GOLGB1,avg_logisticLasso_mu,0.969305,0.989582,0.972603,0.971705
mutation_GPR112,avg_logisticLasso_mu,0.976838,0.99043,0.978929,0.978385
mutation_TTC3,avg_logisticLasso_mu,0.977854,0.993235,0.979903,0.979219
mutation_SCN9A,avg_logisticLasso_mu,0.974296,0.99374,0.976634,0.975885
mutation_TTC40,avg_logisticLasso_mu,0.960677,0.972293,0.965448,0.964229
mutation_INTS1,avg_logisticLasso_mu,0.973256,0.990984,0.97579,0.975059
mutation_MYO7A,avg_logisticLasso_mu,0.965875,0.991545,0.969544,0.968378
mutation_DSCAML1,avg_logisticLasso_mu,0.962038,0.993737,0.966674,0.965045
mutation_ASH1L,avg_logisticLasso_mu,0.975013,0.99868,0.977986,0.976701
mutation_FAM208B,avg_logisticLasso_mu,0.960885,0.986459,0.964861,0.964253
mutation_RYR1,avg_logisticLasso_mu,0.985562,0.999652,0.986204,0.985864
mutation_MYO9B,avg_logisticLasso_mu,0.97624,0.996112,0.977979,0.977538
mutation_CHD6,avg_logisticLasso_mu,0.975157,0.9893,0.977595,0.976708
mutation_DOPEY2,avg_logisticLasso_mu,0.975297,0.989172,0.977266,0.976715
mutation_C2CD3,avg_logisticLasso_mu,0.978914,0.989054,0.980566,0.980048
mutation_VWF,avg_logisticLasso_mu,0.976946,0.991223,0.979076,0.978375
mutation_MT-CO2,avg_logisticLasso_mu,0.973241,0.99681,0.975578,0.975073
mutation_CACNA1C,avg_logisticLasso_mu,0.975297,0.994602,0.977695,0.976701
mutation_MYH8,avg_logisticLasso_mu,0.970782,0.997396,0.973253,0.972548
mutation_SEC16A,avg_logisticLasso_mu,0.970525,0.98718,0.973426,0.972541
mutation_ROS1,avg_logisticLasso_mu,0.978981,0.993254,0.980564,0.980035
mutation_NEB,avg_logisticLasso_mu,0.977053,0.99642,0.977829,0.977538
mutation_IGSF10,avg_logisticLasso_mu,0.970682,0.975002,0.973677,0.972538
mutation_FANCM,avg_logisticLasso_mu,0.974412,0.992972,0.976751,0.975871
mutation_SPHKAP,avg_logisticLasso_mu,0.972958,0.992523,0.976281,0.975041
mutation_MUC2,avg_logisticLasso_mu,0.970448,0.996992,0.973475,0.972555
mutation_ZNF469,avg_logisticLasso_mu,0.969491,0.988992,0.972912,0.971705
mutation_ZNF536,avg_logisticLasso_mu,0.976371,0.994962,0.978145,0.977521
mutation_MROH2B,avg_logisticLasso_mu,0.951677,0.991157,0.959189,0.956719
mutation_NBAS,avg_logisticLasso_mu,0.966265,0.989592,0.970418,0.969236
mutation_TPTE,avg_logisticLasso_mu,0.973245,0.998494,0.975868,0.975048
mutation_MAP1A,avg_logisticLasso_mu,0.958019,0.995584,0.964245,0.962576
mutation_DNAH5,avg_logisticLasso_mu,0.977797,0.99103,0.978794,0.978375
mutation_JMJD1C,avg_logisticLasso_mu,0.971509,0.999128,0.974304,0.973378
mutation_MGAM,avg_logisticLasso_mu,0.971444,0.99174,0.974302,0.973385
mutation_REV3L,avg_logisticLasso_mu,0.968186,0.995753,0.972124,0.970885
mutation_SCN3A,avg_logisticLasso_mu,0.976088,0.990917,0.978267,0.977541
mutation_CELSR1,avg_logisticLasso_mu,0.966598,0.988338,0.971955,0.970899
mutation_SVIL,avg_logisticLasso_mu,0.975128,0.995587,0.977112,0.976712
mutation_WNK2,avg_logisticLasso_mu,0.961851,0.980617,0.966439,0.965052
mutation_MYH4,avg_logisticLasso_mu,0.974403,0.996387,0.976653,0.975875
mutation_RB1,avg_logisticLasso_mu,0.97855,0.991234,0.98017,0.980024
mutation_ARID1B,avg_logisticLasso_mu,0.962713,0.996775,0.967628,0.965885
mutation_MUC5B,avg_logisticLasso_mu,0.97612,0.99588,0.977169,0.976722
mutation_MUC16,avg_logisticLasso_mu,0.977508,0.996486,0.977776,0.977562
mutation_THSD7A,avg_logisticLasso_mu,0.975296,0.998528,0.977567,0.976705
mutation_KIAA1731,avg_logisticLasso_mu,0.976242,0.992161,0.978218,0.977541
mutation_MUC19,avg_logisticLasso_mu,0.968664,0.995171,0.972188,0.970882
mutation_PREX2,avg_logisticLasso_mu,0.975659,0.996578,0.978565,0.977531
mutation_CACNA1A,avg_logisticLasso_mu,0.974426,0.992163,0.97642,0.975871
mutation_AKAP6,avg_logisticLasso_mu,0.983425,0.997863,0.984422,0.984201
mutation_ADAMTS12,avg_logisticLasso_mu,0.973606,0.976455,0.975601,0.975041
mutation_SPEF2,avg_logisticLasso_mu,0.972839,0.997483,0.975996,0.975045
mutation_CNTRL,avg_logisticLasso_mu,0.973378,0.98463,0.975772,0.975055
mutation_DOCK2,avg_logisticLasso_mu,0.975232,0.991508,0.977595,0.976694
mutation_MUC17,avg_logisticLasso_mu,0.977944,0.997712,0.979154,0.978364
mutation_COL3A1,avg_logisticLasso_mu,0.967796,0.984067,0.972072,0.970878
mutation_PRR12,avg_logisticLasso_mu,0.977038,0.998718,0.979032,0.978368
mutation_ANKRD30A,avg_logisticLasso_mu,0.977323,0.998446,0.97869,0.978382
mutation_MYH2,avg_logisticLasso_mu,0.975071,0.995395,0.977508,0.976701
mutation_LPHN3,avg_logisticLasso_mu,0.971438,0.996322,0.974641,0.973361
mutation_SCN10A,avg_logisticLasso_mu,0.975284,0.995118,0.977161,0.976705
mutation_ACAN,avg_logisticLasso_mu,0.968635,0.996011,0.971829,0.970864
mutation_CEP290,avg_logisticLasso_mu,0.972275,0.984401,0.975223,0.974215
mutation_GLI3,avg_logisticLasso_mu,0.968517,0.994995,0.972039,0.970885
mutation_RP11-1220K2.2,avg_logisticLasso_mu,0.978146,0.993122,0.979515,0.979205
mutation_APOB,avg_logisticLasso_mu,0.973545,0.998103,0.975119,0.974219
mutation_TLN2,avg_logisticLasso_mu,0.976042,0.996259,0.978197,0.977545
mutation_SPTBN2,avg_logisticLasso_mu,0.975923,0.992589,0.978329,0.977538
mutation_BDP1,avg_logisticLasso_mu,0.973284,0.997071,0.975778,0.975055
mutation_TRIP12,avg_logisticLasso_mu,0.970166,0.994366,0.973483,0.972573
mutation_ATR,avg_logisticLasso_mu,0.970631,0.988097,0.973377,0.972545
mutation_PTPRD,avg_logisticLasso_mu,0.962141,0.99385,0.96766,0.965878
mutation_UTP20,avg_logisticLasso_mu,0.968258,0.986692,0.971758,0.970871
mutation_NPAP1,avg_logisticLasso_mu,0.975283,0.997291,0.977287,0.976712
mutation_C20orf112,avg_logisticLasso_mu,0.972505,0.993095,0.975811,0.974191
mutation_CHD8,avg_logisticLasso_mu,0.977114,0.990232,0.9793,0.978358
mutation_PCDH15,avg_logisticLasso_mu,0.979645,0.998932,0.980451,0.980048
mutation_ABCA2,avg_logisticLasso_mu,0.966414,0.994737,0.970817,0.969201
mutation_SORL1,avg_logisticLasso_mu,0.964328,0.982923,0.969009,0.967559
mutation_PHF3,avg_logisticLasso_mu,0.963468,0.994355,0.968257,0.966719
mutation_ZNF423,avg_logisticLasso_mu,0.97876,0.997821,0.98068,0.980028
mutation_ZNF831,avg_logisticLasso_mu,0.967538,0.997181,0.972136,0.970028
mutation_COL18A1,avg_logisticLasso_mu,0.98075,0.993006,0.982125,0.981705
mutation_SPAG17,avg_logisticLasso_mu,0.978106,0.992833,0.979479,0.979205
mutation_ABCA8,avg_logisticLasso_mu,0.967393,0.988465,0.971218,0.970059
mutation_MEGF8,avg_logisticLasso_mu,0.971234,0.986821,0.9744,0.973375
mutation_CROCC,avg_logisticLasso_mu,0.972477,0.993562,0.974762,0.974208
mutation_FAT4,avg_logisticLasso_mu,0.978866,0.99864,0.979747,0.979194
mutation_ROBO1,avg_logisticLasso_mu,0.973047,0.986548,0.975741,0.975059
mutation_CSPG4,avg_logisticLasso_mu,0.981665,0.992116,0.982686,0.982535
mutation_TAF1L,avg_logisticLasso_mu,0.969163,0.979729,0.972629,0.971712
mutation_DCC,avg_logisticLasso_mu,0.97042,0.993583,0.973788,0.972535
mutation_CELSR2,avg_logisticLasso_mu,0.97411,0.996318,0.976393,0.975875
mutation_CRTC1,avg_logisticLasso_mu,0.962859,0.995346,0.968447,0.965858
mutation_LRRC7,avg_logisticLasso_mu,0.962582,0.990669,0.966944,0.965889
mutation_CENPE,avg_logisticLasso_mu,0.969159,0.992647,0.972765,0.971719
mutation_F8,avg_logisticLasso_mu,0.973136,0.990857,0.976117,0.975028
mutation_OTOG,avg_logisticLasso_mu,0.983101,0.996029,0.98453,0.984194
mutation_SYNE2,avg_logisticLasso_mu,0.975349,0.990702,0.976617,0.975878
mutation_COL5A1,avg_logisticLasso_mu,0.970354,0.993958,0.97315,0.972541
mutation_HEATR5B,avg_logisticLasso_mu,0.970432,0.995558,0.972864,0.972566
mutation_PRDM2,avg_logisticLasso_mu,0.966766,0.996466,0.971378,0.970066
mutation_ZFHX2,avg_logisticLasso_mu,0.959228,0.990636,0.965597,0.963375
mutation_SPATA31D1,avg_logisticLasso_mu,0.974191,0.996449,0.976779,0.975868
mutation_TACC2,avg_logisticLasso_mu,0.980731,0.998213,0.982392,0.981684
mutation_MYO10,avg_logisticLasso_mu,0.971938,0.996322,0.975038,0.974215
mutation_CRYBG3,avg_logisticLasso_mu,0.974867,0.99447,0.977377,0.976715
mutation_KIF26B,avg_logisticLasso_mu,0.96713,0.99864,0.971655,0.970045
mutation_SIPA1L1,avg_logisticLasso_mu,0.970343,0.990571,0.973537,0.972548
mutation_PKHD1L1,avg_logisticLasso_mu,0.975187,0.997844,0.976589,0.975885
mutation_MYH13,avg_logisticLasso_mu,0.957322,0.994116,0.964028,0.961712
mutation_SCN2A,avg_logisticLasso_mu,0.969408,0.994263,0.972435,0.971719
mutation_KIAA1211,avg_logisticLasso_mu,0.980537,0.993528,0.981984,0.981715
mutation_TEP1,avg_logisticLasso_mu,0.976119,0.997519,0.977944,0.977541
mutation_MYO16,avg_logisticLasso_mu,0.973275,0.993381,0.975912,0.975038
mutation_CCDC108,avg_logisticLasso_mu,0.9672,0.98741,0.972178,0.970014
mutation_EVPL,avg_logisticLasso_mu,0.985386,0.989157,0.985952,0.985854
mutation_AGRN,avg_logisticLasso_mu,0.969516,0.980307,0.972397,0.971712
mutation_PCSK5,avg_logisticLasso_mu,0.969387,0.992173,0.973061,0.971694
